Country,Currency,Indicator_Name,GDP_Year_1970,GDP_Year_1971,GDP_Year_1972,GDP_Year_1973,GDP_Year_1974,GDP_Year_1975,GDP_Year_1976,GDP_Year_1977,GDP_Year_1978,GDP_Year_1979,GDP_Year_1980,GDP_Year_1981,GDP_Year_1982,GDP_Year_1983,GDP_Year_1984,GDP_Year_1985,GDP_Year_1986,GDP_Year_1987,GDP_Year_1988,GDP_Year_1989,GDP_Year_1990,GDP_Year_1991,GDP_Year_1992,GDP_Year_1993,GDP_Year_1994,GDP_Year_1995,GDP_Year_1996,GDP_Year_1997,GDP_Year_1998,GDP_Year_1999,GDP_Year_2000,GDP_Year_2001,GDP_Year_2002,GDP_Year_2003,GDP_Year_2004,GDP_Year_2005,GDP_Year_2006,GDP_Year_2007,GDP_Year_2008,GDP_Year_2009,GDP_Year_2010,GDP_Year_2011,GDP_Year_2012,GDP_Year_2013,GDP_Year_2014,GDP_Year_2015,GDP_Year_2016,GDP_Year_2017,GDP_Year_2018,GDP_Year_2019,GDP_Year_2020
Burkina Faso,CFA Franc BCEAO,Other Activities (ISIC J-P),44098979313,46131031424,48786103487,52953286803,57753772251,64163453366,73656755562,83308180448,97352890737,123476000000,132579000000,151254000000,176626000000,196716000000,202620000000,209751000000,253921000000,267286000000,286423000000,305467000000,325316000000,342484000000,346868000000,349648000000,329421000000,387411000000,396563000000,424916000000,463297000000,617818000000,681058000000,737869000000,793158000000,822143000000,865068000000,922608000000,1017420000000,1105370000000,1178020000000,1271020000000,1327110000000,1431840000000,1596460000000,1685010000000,1850960000000,1919580000000,2146320000000,2318060000000,2554300000000,2792230000000,2899720000000
Burkina Faso,CFA Franc BCEAO,Total Value Added,165160000000,171937000000,192354000000,201331000000,231101000000,235622000000,263586000000,316419000000,380076000000,473363000000,538361000000,551165000000,634556000000,664946000000,706632000000,783041000000,809559000000,831263000000,891451000000,926730000000,952121000000,981022000000,991132000000,1010050000000,1139600000000,1305000000000,1425770000000,1541690000000,1766430000000,1954090000000,1992800000000,2195310000000,2352200000000,2570480000000,2659790000000,2964810000000,3176700000000,3378620000000,3917300000000,4091280000000,4618000000000,5236170000000,5832230000000,5929360000000,6273070000000,6358100000000,6875190000000,7347090000000,8130650000000,8458670000000,9158250000000
Burundi,Burundi Franc,Final consumption expenditure,20711400000,21681100000,21590800000,23717800000,26414800000,33714700000,37070800000,43224400000,52195100000,68138500000,83879300000,85768000000,92077000000,97930000000,113616000000,132271000000,128592000000,135585000000,145789000000,171996000000,201559000000,213805000000,222996000000,247372000000,289115000000,262520000000,256780000000,333824000000,418141000000,459352000000,541315000000,593136000000,627700000000,697983000000,802017000000,1261380000000,1430600000000,1612750000000,2172010000000,2331860000000,2586520000000,3076450000000,3622860000000,4338830000000,4662090000000,4814360000000,5041660000000,5922050000000,6112310000000,6684440000000,7014380000000
Burundi,Burundi Franc,Household consumption expenditure (including Non-profit institutions serving households),18636000000,19339400000,18799900000,20896800000,22989100000,29886900000,31698300000,37729400000,44624100000,59089700000,70133000000,70006000000,73894000000,77516000000,92484000000,109478000000,104340000000,107015000000,114298000000,135449000000,163216000000,177692000000,187784000000,217092000000,256656000000,228920000000,216869000000,283525000000,359511000000,395805000000,465738000000,487057000000,518950000000,561832000000,638547000000,1104440000000,1252190000000,1389550000000,1854910000000,1982540000000,2140600000000,2555370000000,2991760000000,3540480000000,3787850000000,3999840000000,4158800000000,4885350000000,4998810000000,5421080000000,5736820000000
Burundi,Burundi Franc,General government final consumption expenditure,2075400000,2341700000,2790900000,2821000000,3425700000,3827800000,5372500000,5495000000,7571000000,9048800000,13746300000,15762000000,18183000000,20414000000,21132000000,22793000000,24252000000,28570000000,31491000000,36547000000,38343000000,36113000000,35212000000,30280000000,32459000000,33600000000,39911000000,50299000000,58630000000,63547000000,75577000000,106079000000,108750000000,136151000000,163470000000,156942000000,178418000000,223201000000,317107000000,349319000000,445927000000,521083000000,631099000000,798348000000,874245000000,814521000000,882861000000,1036700000000,1113500000000,1263370000000,1276530000000
Burundi,Burundi Franc,Gross capital formation,962300000,1683100000,687100000,1293700000,2434000000,2513000000,3515000000,5517400000,7709100000,10504700000,11875600000,14477000000,16430000000,18458000000,21774000000,20187000000,22107000000,24876000000,21672000000,29362000000,31058000000,37264000000,48784000000,37195000000,23499000000,23220000000,32312000000,24675000000,27200000000,34314000000,38564000000,40073000000,58787000000,69131000000,84315000000,220725000000,242984000000,224137000000,239158000000,343777000000,415928000000,460544000000,548374000000,558748000000,597035000000,599773000000,705801000000,842251000000,876162000000,855100000000,925368000000
Burundi,Burundi Franc,Gross fixed capital formation (including Acquisitions less disposals of valuables),848900000,1121500000,1137100000,1391800000,1767900000,3069000000,3515000000,5517400000,7709100000,10504700000,10954700000,11948000000,17170000000,19542000000,20364000000,20113000000,18860000000,21114000000,25701000000,26115000000,32235000000,38307000000,47779000000,36193000000,23446000000,23419000000,32712000000,21975000000,24000000000,34314000000,38564000000,40073000000,55787000000,69131000000,84139000000,221828000000,225516000000,217604000000,237464000000,331246000000,398277000000,435105000000,498737000000,512343000000,604897000000,543813000000,650153000000,781817000000,840668000000,812700000000,873030000000
Burundi,Burundi Franc,Changes in inventories,113400000,561600000,-450000000,-98100000,666100000,-556000000,,,,,920900000,2529000000,-740000000,-1084000000,1410000000,74000000,3247000000,3762000000,-4029000000,3247000000,-1177000000,-1043000000,1005000000,1002000000,53000000,-199000000,-400000000,2700000000,3200000000,,,,3000000000,,176000000,-1103000000,17468000000,6533000000,1694000000,12531000000,17651000000,25439000000,49637000000,46405000000,-7862000000,55960000000,55648000000,60434000000,35494000000,42400000000,52338065584
Burundi,Burundi Franc,Exports of goods and services,2270200000,1866300000,2534100000,2683000000,2651900000,2743600000,5308800000,8670800000,6429900000,10068500000,7328000000,6835000000,8697000000,9683000000,11782000000,13937000000,15625000000,13015000000,17298000000,15697000000,15641000000,21231000000,20309000000,21370000000,24029000000,32298000000,15426000000,33760000000,32018000000,34507000000,39761000000,38236000000,35967000000,48686000000,60201000000,75480000000,96062000000,99549000000,201339000000,145236000000,242823000000,246840000000,326015000000,345414000000,362433000000,278422000000,325415000000,468733000000,539900000000,552100000000,520065000000
Burundi,Burundi Franc,Imports of goods and services,2468200000,3135300000,3255000000,3247200000,4223600000,6299600000,6449600000,8520900000,11108400000,17356600000,17476200000,17696000000,23108900000,23179000000,26721000000,25047000000,25482000000,29886000000,31852000000,37507000000,51602000000,60402000000,65705000000,69261000000,66592000000,68173000000,41443000000,49473000000,77193000000,72730000000,108601000000,121464000000,137849000000,171120000000,198047000000,349342000000,459746000000,469212000000,701374000000,636698000000,744227000000,964310000000,1139960000000,1430490000000,1436490000000,1274680000000,1224670000000,1530910000000,1614000000000,1874600000000,1955650000000
Burundi,Burundi Franc,Gross Domestic Product (GDP),21475700000,22095200000,21556000000,24447300000,27277100000,32671300000,39445000000,48891700000,55225700000,71355100000,85607000000,89383000000,94094000000,102892000000,120451000000,141347000000,140842000000,143590000000,152907000000,179548000000,196656000000,211898000000,226384000000,236676000000,270051000000,249865000000,263075000000,342786000000,400166000000,455443000000,511039000000,549981000000,584605000000,644680000000,748486000000,1208240000000,1309900000000,1467230000000,1911140000000,2184180000000,2501050000000,2819520000000,3357290000000,3812500000000,4185070000000,4417870000000,4848200000000,5702120000000,5914370000000,6217040000000,6509790000000
Burundi,Burundi Franc,"Agriculture, hunting, forestry, fishing (ISIC A-B)",13568000000,13938800000,12782100000,15050200000,16178900000,19754100000,22443000000,26348900000,27985300000,35932300000,47874700000,50368900000,48081000000,53726000000,64398000000,77474000000,71872000000,70447000000,72852000000,82609000000,100602000000,105222000000,109021000000,109909000000,110008000000,104985000000,131248000000,166058000000,168586000000,184777000000,183978000000,195893000000,213202000000,205281000000,364506000000,493545000000,532313000000,512565000000,726325000000,804940000000,961166000000,1034890000000,1192190000000,1462750000000,1463010000000,1557200000000,1723800000000,2132790000000,2090950000000,2122150000000,2345200000000
Burundi,Burundi Franc,"Mining, Manufacturing, Utilities (ISIC C-E)",1409400000,1585500000,1708300000,2013000000,2331900000,2354200000,3584300000,3142900000,4858800000,6252800000,7204900000,7153200000,7720800000,12272000000,15632000000,17801000000,18328000000,24876000000,26100000000,34525000000,33889000000,33659892585,32910056935,32195000000,36053021823,27596134454,23354420396,32520462496,47095998500,57292829638,64892254157,71197540363,73500628636,89072000000,75897000000,164440000000,154699000000,193469000000,233676000000,276429000000,280092000000,307892000000,392153000000,452639000000,502971000000,527178000000,639930000000,766252000000,849736000000,861910000000,944911000000
Burundi,Burundi Franc,Manufacturing (ISIC D),1345500000,1517400000,1628900000,1924200000,2232100000,2227600000,3449300000,3023300000,4659200000,5951600000,6970900000,6766600000,7212600000,11652000000,15185000000,17152000000,17405000000,23451000000,24630000000,32505000000,32306000000,31921761177,31018444271,30537000000,34435258023,26296316527,21906832355,30081427809,43296321339,52593417783,59792862845,65597733818,67500577318,77137747334,64336679225,143610000000,135759000000,170917000000,205185000000,248042000000,256177000000,282775000000,353777000000,409740000000,458469000000,482736000000,595269000000,703949000000,784251000000,791615000000,869350000000
Burundi,Burundi Franc,Construction (ISIC F),449500000,408400000,429700000,417500000,528700000,987400000,1006000000,1727700000,2858900000,3480700000,3761800000,4279500000,4953000000,3991000000,5276000000,5709000000,5047000000,3899000000,4287000000,5773000000,6588000000,8209934384,9958489949,13666000000,16870965340,14297997199,13510821717,19512277498,14198793603,18197722503,20597541381,23099202000,24300207834,31628000000,32206000000,40152000000,45916000000,58252000000,60930000000,94364000000,104723000000,109672000000,137997000000,141527000000,143686000000,153971000000,179728000000,201916000000,210062000000,223581000000,242529000000
Burundi,Burundi Franc,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",1581800000,1763400000,1984400000,1949500000,2328100000,2932100000,2932100000,3885400000,4040700000,5551300000,6713800000,6665400000,6981400000,7837000000,13680000000,16060000000,18182000000,15261000000,19209000000,18973000000,9474000000,10034108283,10533980574,11234000000,11208792041,12998179272,10519139765,13414690780,26397757121,32095983095,36795607905,26299091455,27600236059,29300000000,28711000000,117914000000,129966000000,146037000000,137369000000,139192000000,164322000000,186141000000,235377000000,228089000000,279937000000,300603000000,263967000000,341189000000,325158000000,320908000000,377489000000
Burundi,Burundi Franc,"Transport, storage and communication (ISIC I)",238400000,277400000,375000000,313900000,393900000,439300000,679400000,1028800000,1113500000,1770300000,1676700000,1594500000,2028600000,2288000000,2748000000,3142000000,3732000000,3918000000,3918000000,5718000000,5989000000,7117163514,8313087187,8942000000,9244364570,10398543417,12159739545,13821196561,27697646677,33795770362,38695381139,27699043091,29000248033,38500000000,30209000000,35529000000,40816000000,70361000000,62172000000,91401000000,88414000000,90230000000,107164000000,107918000000,163811000000,202433000000,193343000000,220725000000,233719000000,251919000000,268776000000
Burundi,Burundi Franc,Other Activities (ISIC J-P),2635200000,2683200000,2771500000,3039400000,3520100000,3999800000,5627200000,6379700000,8262600000,10479700000,10197600000,12320400000,13399000000,13785000000,16436000000,18603000000,20034000000,21136000000,22701000000,28029000000,35508000000,36062412812,36179844538,41338000000,51768441593,47693319328,48735464050,66158815891,79993203398,96787886718,109687000000,151395000000,158401000000,189800000000,166774000000,295482000000,332361000000,415807000000,588445000000,649092000000,762540000000,900884000000,1070410000000,1142720000000,1329480000000,1415660000000,1494160000000,1694850000000,1861920000000,2051330000000,2130800000000
Burundi,Burundi Franc,Total Value Added,19882300000,20656700000,20051000000,22783500000,25281600000,30466900000,36272000000,42513400000,49119800000,63467100000,77429500000,82381900000,83163800000,93899000000,118170000000,138789000000,137195000000,139537000000,149067000000,175627000000,192050000000,200306000000,206916000000,217284000000,235154000000,217969000000,239528000000,311485000000,363969000000,422947000000,454646000000,495583000000,526004000000,583581000000,698303000000,1147060000000,1236070000000,1396490000000,1808920000000,2055420000000,2361260000000,2629710000000,3135290000000,3535650000000,3882890000000,4157050000000,4494920000000,5357720000000,5571550000000,5831800000000,6309710000000
Cabo Verde,Cabo Verde Escudo,Final consumption expenditure,1803627826,2006836059,2163862783,2418179116,2513463097,2951582151,3247935803,3420329734,4100695875,4680570630,5700162362,6519599567,7855097559,9609794721,11538533268,13064219035,15941984641,16571621867,18696368082,20273783020,21544923270,23988440068,25143296418,28861107323,32507952388,38179031600,41308571952,45303090173,51059110983,57556879935,60872849890,64767896896,69298318359,75384138823,76890683622,82256031762,91896849810,98066500000,104603000000,111547000000,112865000000,120265000000,123619000000,127167000000,128676000000,133409000000,133415000000,144093000000,145869000000,154580000000,138844000000
Cabo Verde,Cabo Verde Escudo,Household consumption expenditure (including Non-profit institutions serving households),1492902853,1662601970,1792330620,2000073754,2073332088,2449349497,2702954927,2830182560,3366922456,3809580960,4868584307,5504410973,6309511423,7580799547,9001548936,10103745878,11801961843,12945609863,15050119433,16338298414,17515362942,19444572799,19810693553,22179065710,25372807348,29702345039,33351226815,35481209624,41159483217,45828009467,48812879275,52946439333,56060781294,59641538019,59643489067,63972335632,73139082115,76770200000,81863700000,86838700000,87328200000,92864300000,97656000000,100330000000,100180000000,103491000000,104750000000,112947000000,113173000000,120199000000,104792000000
Cabo Verde,Cabo Verde Escudo,General government final consumption expenditure,310724973,344234089,371532163,418105362,440131009,502232654,544980876,590147174,733773419,870989670,831578055,1015188594,1545586136,2028995174,2536984332,2960473157,4140022798,3626012004,3646248649,3935484606,4029560328,4543867269,5332602865,6682041613,7135145040,8476686561,7957345137,9821880549,9899627766,11728870468,12059970615,11821457563,13237537065,15742600804,17247194555,18283696130,18757767695,21296300000,22739300000,24708400000,25536400000,27400900000,25962800000,26836900000,28496200000,29918300000,28664700966,31146452700,32695774711,34381589933,34052054590
Cabo Verde,Cabo Verde Escudo,Gross capital formation,1022842565,1136139800,1229417997,1379986267,1434690456,1652223961,1823037381,1978042128,2391894658,2674719206,2882779269,3709874279,5225090159,5845712748,5948044963,6864816261,8440057398,8897117187,8552755421,9654544328,11348992251,9586322851,11179161754,13671174189,17915249150,18539849317,18105570197,22447638199,19379867836,27894974886,23886630439,26491896552,31413202259,29737609258,39047919431,37431266712,44658192524,60730400000,65376100000,59500700000,66024200000,70276900000,55920900000,48622000000,57147800000,47905900000,58449195863,66146347400,72815463552,69138234555,83770015750
Cabo Verde,Cabo Verde Escudo,Gross fixed capital formation (including Acquisitions less disposals of valuables),907180689,1008781357,1091937962,1226268199,1275900245,1454802738,1627723711,1759492805,2130540245,2388135428,2397854381,3542742670,4572405729,5241123587,5378224285,6451638277,6974483591,7638328201,8152618259,8585146052,9505864955,9595099532,9769886677,12599402496,15837946225,15830798796,16989981945,19270661796,17537725222,22983473225,21283004392,23808891981,28319567743,26786357430,34612693050,33417637173,40768150469,53943800000,57285200000,52336700000,62624900000,69128200000,52844400000,46336800000,53317200000,45680600000,54886020720,58525517570,72815463552,69138234555,83770015750
Cabo Verde,Cabo Verde Escudo,Changes in inventories,115661876,127358443,137480035,153718068,158790211,197421223,195313670,218549323,261354413,286583778,484924888,167131609,652684430,604589161,569820678,413177984,1465573807,1258788986,400137162,1069398276,1843127296,-8776681,1409275077,1071771693,2077302925,2709050521,1115588252,3176976403,1842142614,4911501661,2603626047,2683004571,3093634516,2951251828,4435226381,4013629539,3890042055,6786600000,8090900000,7164000000,3399300000,1148700000,3076500000,2285200000,3830600000,2225300000,3563175143,7620829830,,,
Cabo Verde,Cabo Verde Escudo,Exports of goods and services,756319399,840251834,908207112,1022162740,1068672289,1211347737,1349533824,1453092760,1794804032,2047772538,1926691355,2878782533,3711220610,4827193098,5038461775,5641071123,5312716160,6092238344,6283762285,7916651966,7270011857,7469236245,8290024927,10327286805,12152687663,12377580208,15171065481,18771913016,19813969110,24141466374,31602810869,32210264102,35993741589,29684784593,29089868815,31953999001,38305828724,43931800000,49698300000,42227800000,45270800000,52541500000,60789700000,62246300000,62332000000,71267700000,73324941011,79491195786,89925003585,98868579166,40981929949
Cabo Verde,Cabo Verde Escudo,Imports of goods and services,1520528781,1689136259,1825036634,2047107659,2134061982,2463152591,2711854005,2914374531,3535961658,4032284111,4350908339,5457761233,7379436098,8780138712,9897336025,11359650457,13103765066,12738527483,12882098932,14748755127,16813660417,16717036718,18407383080,21093521918,25621194790,28491487032,29097147114,35209448652,33674468652,40549538134,42019637026,44194401188,52682355518,47118557164,54381882338,56429928842,66131140377,80754900000,84979100000,77396400000,85591000000,95159400000,89978200000,84312000000,93719800000,93884200000,99406594924,116634000000,124912000000,127385000000,98685459918
Cabo Verde,Cabo Verde Escudo,Gross Domestic Product (GDP),2097043798,2333586700,2517817229,2815770306,2923806728,3421911491,3779000294,3992798686,4792268203,5417742221,6499243659,7724192099,9324665537,11292134483,12747606597,14357519336,17383782264,19461907122,21748378980,23798982018,24534224026,26077493020,27727664951,33069400001,38094975302,42880587628,47421119284,52278151870,58681974423,70253204042,73397477577,78903781738,82745283051,90442990516,93354112818,98015634442,110752000000,121974000000,134698000000,135879000000,138569000000,147924000000,150351000000,153723000000,154436000000,158699000000,165782000000,173097000000,183698000000,195202000000,164911000000
Cabo Verde,Cabo Verde Escudo,"Agriculture, hunting, forestry, fishing (ISIC A-B)",380161779,424573304,456923578,507049939,520426253,632833321,699940052,715330922,829397186,908021945,1427449141,1441579636,1387883755,1610741846,1787978626,2206106699,2802951890,4048454087,4536427178,4549750216,4169168886,4125969944,3863546467,5391793138,5774931415,6906582195,6962835023,7196190053,7563061502,11282373298,11204510111,10679342524,10152232653,10873683648,10915401196,10458310052,10925002486,10389400000,10441600000,11303800000,11071300000,11601900000,12699500000,12726800000,12379200000,13866200000,13255513629,11664497101,9721266572,9043538802,8021339468
Cabo Verde,Cabo Verde Escudo,"Mining, Manufacturing, Utilities (ISIC C-E)",104961305,116038992,124265665,139709645,148079525,174233664,181745047,189654514,244062911,302269872,339726010,262430965,415206214,768713479,1021252463,1398281790,1949085226,2853668087,3213102938,3912403278,4426580827,4900178156,5398828166,5942927785,6805229484,8533063249,10169338341,10798721898,11841515686,11472426753,11620637423,10160102804,8101221723,11947061954,12667528212,10378901759,8207613790,7242191000,8858465000,9587688000,10175222000,10823103000,12363807000,13510374000,14643656000,16189133000,14909921316,15450920701,17885768843,18736467430,17611853031
Cabo Verde,Cabo Verde Escudo,Manufacturing (ISIC D),142169113,157905757,170030217,190519746,198652534,233281717,253284550,266926863,327388889,375722005,450540448,473343875,615347038,854092014,949970062,1273709632,1397055445,1785059220,1916524435,2544827966,2787200761,2868740289,3167085133,3552843116,4038797978,4423692195,5242369795,5306634000,5634607212,5635581867,5558888627,4760834268,5429687083,5550505216,5221686138,5418482142,5430478175,5540530000,6526640000,6688900000,7527870000,8053920000,8546550000,8916350000,9862360000,10389200000,9834566185,10615975739,12390028541,12956573865,12116167191
Cabo Verde,Cabo Verde Escudo,Construction (ISIC F),297200346,331438000,357501294,399153590,413682547,483705292,542510283,566116197,673772652,759262327,914401245,1193996247,1239339550,1520520907,1757680923,1848235333,2253416744,2486346481,2944141986,3279127204,3398764782,3554491928,3866871592,4183878125,4595272757,4713984962,5204565129,5473716630,5602420310,6360834038,6524733688,6787508832,7796326197,8063447650,8337850143,9957021663,11977818620,13376000000,16408500000,16584300000,14973200000,15454700000,13202900000,13414900000,14278400000,12569400000,13489227169,16038894304,17529809688,19534433629,20461490036
Cabo Verde,Cabo Verde Escudo,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",451067189,501389806,541890553,607214568,630439538,732742425,807438657,866613212,1043635271,1167514137,1343268149,1632316950,2181423714,2500401061,2601986203,2832271906,3374189568,3347308577,3778654719,3724267596,3627370999,3499139293,3520784742,3878520728,4677761369,5235385657,5971643511,6731187804,8006531988,9617122698,10261702176,10815322879,12224737511,13393528258,13999503869,13966283996,16346151846,19643700000,20251690000,21486240000,22402380000,24899180000,27435830000,26343680000,25941280000,23438230000,25579293550,30097728638,32371665925,34749380433,19978652776
Cabo Verde,Cabo Verde Escudo,"Transport, storage and communication (ISIC I)",184339020,204351752,220619382,248545603,261667873,296212022,324607545,350929318,438485066,518087903,467307725,637784792,912462548,1236915961,1482238842,1671951557,1928122979,2099238195,2341370329,2693173004,2976329031,3432970544,3942669625,4706261023,5736143070,5800687329,6669026400,7830184905,9161826976,10596340719,11538131396,14406952986,13585016733,15610858802,15620995417,16491902015,18522047718,19928930000,22083380000,20917170000,21034870000,20282740000,19630240000,20794440000,19226840000,21011790000,21605709660,22439040209,22935762866,24777995711,17830715700
Cabo Verde,Cabo Verde Escudo,Other Activities (ISIC J-P),391157273,435154237,469825370,525557086,546634412,636330090,703675611,747569640,895602734,1021355060,1176010958,1447926199,1793532560,2090876337,2507427009,2780206676,3407849051,3845749313,4046623740,5017297934,5147172077,5708246826,5997420922,8282903175,9205079370,13075191311,14091982557,16565711288,17906077696,19574263808,19653962954,21076711354,22229638322,23857679196,25194082536,28069139038,31041034637,34781931000,38175624000,39378963000,41313255300,44463298000,46397504000,47907219000,49395387000,51592423000,55250709343,53462656376,56565164946,60300238393,59259570145
Cabo Verde,Cabo Verde Escudo,Total Value Added,1808886911,2012946091,2171025841,2427230431,2520930148,2956056814,3259917194,3436213804,4124955819,4676511243,5668163227,6616034790,7929848339,9728169591,11158564065,12737053962,15715615456,18680764741,20860320889,23176019233,23745386602,25220996691,26590121515,32386283974,36794417465,44264894703,49069390961,54595712579,60081434157,68903361316,70803677747,73925941379,74089173139,83746259508,86735361373,89321558523,97019669098,105362000000,116219000000,119258000000,120970000000,127525000000,131730000000,134697000000,135865000000,138667000000,144090000000,149154000000,157009000000,167142000000,143164000000
Cambodia,Riel,Final consumption expenditure,12818211741,17317928934,9033746163,12300886329,10498461830,10569812314,10442688103,10300782643,10139900588,10048186697,10051823369,10177177654,9810177222,12351159621,21578657531,20408552469,54245450159,120433000000,237520000000,280385000000,706706000000,1486880000000,2806190000000,7034370000000,7040770000000,7786930000000,9547840000000,9716490000000,11770400000000,12677400000000,13243400000000,14076700000000,15354700000000,16840600000000,19606800000000,23203400000000,25741500000000,29393000000000,35706100000000,35445400000000,41231200000000,46278300000000,48670400000000,51668000000000,56002700000000,60355800000000,66073800000000,70530400000000,75262700000000,81713000000000,79301600000000
Cambodia,Riel,Household consumption expenditure (including Non-profit institutions serving households),12297822647,16614862064,8666960331,11801549859,10072249353,10140529127,10019039563,9882469521,9727576972,9641904275,9642386698,9761700630,9420294764,11836995786,20691737709,19663692334,51680334388,115673000000,232132000000,258050000000,654372000000,1199170000000,2497940000000,6728390000000,6548130000000,7373590000000,9018740000000,9163500000000,11207300000000,12016200000000,12506500000000,13248800000000,14078400000000,15490200000000,18250700000000,21709400000000,24166800000000,27384800000000,33341400000000,32792100000000,38246200000000,43144000000000,45393100000000,48225900000000,52297700000000,56392400000000,61841100000000,65927900000000,70358800000000,76424800000000,73599000000000
Cambodia,Riel,General government final consumption expenditure,520389094,703066869,366785832,499336470,426212477,429283187,423648541,418313122,412323616,406282422,409436671,415477024,389882458,514163834,886919821,744860136,2565115771,4759564592,5388050559,22334460406,52334152109,287703000000,308253000000,305980000000,492640000000,413340000000,529096000000,552991000000,563102000000,661200000000,736916000000,827923000000,1276270000000,1350370000000,1356140000000,1493980000000,1574770000000,2008220000000,2364720000000,2653370000000,2985050000000,3134230000000,3277380000000,3442120000000,3704940000000,3963340000000,4232690000000,4602470000000,4903820000000,5288150000000,5702610000000
Cambodia,Riel,Gross capital formation,1201462172,1623223137,846737701,1152978214,984026461,990705374,978831751,965473926,950384531,941974048,941974048,953847671,920205740,1156193987,2005900094,1903490100,5083641981,16182519613,18613265567,31989436335,60102134496,152145000000,296648000000,673580000000,746030000000,1086760000000,1354530000000,1523880000000,1386960000000,2271760000000,2468540000000,2928940000000,3041390000000,3725340000000,3474640000000,4755710000000,6134150000000,7427990000000,7813140000000,9196880000000,8171130000000,8902660000000,10492500000000,12270900000000,14899800000000,16485600000000,18446600000000,20564000000000,23341400000000,26660200000000,26345400000000
Cambodia,Riel,Gross fixed capital formation (including Acquisitions less disposals of valuables),1201462172,1623223137,846737701,1152978214,984026461,990705374,978831751,965473926,950384531,941974048,941974048,953847671,920205740,1156193987,2005900094,1903490100,5083641981,16182519613,18613265567,31989436335,60102134496,152145000000,296648000000,668610000000,688590000000,1069000000000,1166440000000,1361460000000,1451720000000,2137350000000,2578600000000,2474570000000,3193140000000,3460780000000,3931800000000,4864240000000,5774650000000,6928260000000,7246690000000,8665430000000,7618980000000,8316290000000,9840640000000,11619000000000,14188500000000,15738100000000,17617500000000,19670800000000,22448300000000,25697200000000,25439800000000
Cambodia,Riel,Changes in inventories,,,,,,,,,,,,,,,,,,,,,,,,4970000000,57440000000,17760000000,188085000000,162416000000,-64759541991,134403000000,-110054000000,454370000000,-151750000000,264560000000,-457160000000,-108530000000,359500000000,499730000000,566450000000,531450000000,552150000000,586370000000,651860000000,651900000000,711300000000,747500000000,829100000000,893138000000,893138000000,963035000000,905634000000
Cambodia,Riel,Exports of goods and services,295694837,399405165,208357430,283874528,241962204,243825168,241406093,236473882,234536813,233768679,225924200,240687023,232198061,248417653,388767328,319881829,793913924,2167746246,5374700963,8703621721,17649010713,72530181012,152313000000,1022470000000,1597760000000,2652100000000,2333980000000,3410550000000,3661210000000,5423220000000,7019660000000,8213890000000,9300130000000,10476200000000,13636000000000,16504600000000,20474700000000,22891600000000,27507400000000,21192900000000,25444900000000,28159100000000,32812800000000,38260600000000,42217800000000,45315300000000,49786300000000,54510900000000,61315000000000,67209000000000,64638200000000
Cambodia,Riel,Imports of goods and services,1860510025,2513538898,1311229153,1785458473,1523598655,1534409043,1515770888,1494203497,1473310306,1457978194,1455252268,1486085006,1417562554,1776162335,3202637166,2845127109,7655366726,16872706853,22528999049,29858257850,60804468415,96586024381,224118000000,1730860000000,2323280000000,3561850000000,4030220000000,4597630000000,5201630000000,7173950000000,8697900000000,9567880000000,10785000000000,12337100000000,15201000000000,18735500000000,22691900000000,25560500000000,28444900000000,24076300000000,28003400000000,30981400000000,35543700000000,41492900000000,45188600000000,48565900000000,53350300000000,57586600000000,63014400000000,68720500000000,66141300000000
Cambodia,Riel,Gross Domestic Product (GDP),12944341724,17488320032,9122602784,12421984101,10601727688,10673685115,10545760799,10401845944,10239275459,10148662401,10148662401,10276586718,9914134490,12456630269,21611214133,20507866907,54770262873,119542000000,236400000000,291220000000,723653000000,1614970000000,3031760000000,6544640000000,6811570000000,8110680000000,9201920000000,10145300000000,11720300000000,13376100000000,14082600000000,15633200000000,16780500000000,18535200000000,21438300000000,25754300000000,29849100000000,35042200000000,41968400000000,43056700000000,47048000000000,52068700000000,56616800000000,62219500000000,67740400000000,73422700000000,81241900000000,89830500000000,99544300000000,110014000000000,103512000000000
Cambodia,Riel,"Agriculture, hunting, forestry, fishing (ISIC A-B)",6159200019,8321707168,4340955756,5910453047,5043827156,5079158751,5019289366,4949807350,4869843720,4825707819,4834539931,4896069035,4713030315,5908593366,10265099888,9858613521,26109878454,56204049386,110889000000,139282000000,368624000000,737524000000,1326070000000,3034330000000,3216780000000,4006450000000,4091460000000,4509320000000,5213190000000,5471330000000,5058300000000,5365370000000,5223620000000,5925840000000,6300680000000,7909160000000,8972390000000,10406300000000,13745100000000,14420000000000,15938300000000,17993500000000,18999400000000,19376300000000,19469900000000,19516000000000,20101400000000,20985700000000,21912600000000,22786000000000,23638900000000
